image_path,curvature_score,saturation_score,transparency_score,symmetry_score,design_metric,std_dev
C:\Users\designIT_RA\Desktop\test\AA (45).jpg,0.49528035521507263,0.9011120796203613,0.7769533395767212,0.2543070614337921,0.6069132089614868,0.25112726396515267
C:\Users\designIT_RA\Desktop\test\AA (46).jpg,0.3526836633682251,0.4553324580192566,0.10149461030960083,0.2302994579076767,0.2849525474011898,0.13253357394019805
C:\Users\designIT_RA\Desktop\test\AA (47).jpg,0.3660902976989746,0.6301747560501099,0.26198610663414,0.16390784084796906,0.3555397503077984,0.17393301397173783
C:\Users\designIT_RA\Desktop\test\AA (48).jpg,0.26270145177841187,0.809298038482666,0.4283987283706665,0.19817326962947845,0.4246428720653057,0.2374274667872968
C:\Users\designIT_RA\Desktop\test\AA (49).jpg,0.24408911168575287,0.2865590453147888,0.39156317710876465,0.5263974666595459,0.36215220019221306,0.10896642952317655
C:\Users\designIT_RA\Desktop\test\AA (5).jpg,0.5100580453872681,0.950638473033905,0.6001929640769958,0.24895654618740082,0.5774615071713924,0.2511157616692847
C:\Users\designIT_RA\Desktop\test\AA (50).jpg,0.6381480693817139,0.7832345366477966,0.5801783204078674,0.1355774998664856,0.5342846065759659,0.24178362046399038
C:\Users\designIT_RA\Desktop\test\AA (51).jpg,0.030342835932970047,0.005559003446251154,0.4080592691898346,0.19895333051681519,0.16072860977146775,0.1610214590597869
C:\Users\designIT_RA\Desktop\test\AA (52).jpg,0.05450380593538284,0.0636514201760292,0.1759812831878662,0.2915123999118805,0.1464122273027897,0.0964687750928304
C:\Users\designIT_RA\Desktop\test\AA (53).jpg,0.34987324476242065,0.49409130215644836,0.5892903208732605,0.09601473063230515,0.38231739960610867,0.18597919028364165
C:\Users\designIT_RA\Desktop\test\AA (54).jpg,0.04600777477025986,0.1007019504904747,0.06709913909435272,0.18388082087039948,0.09942242130637169,0.05251851456721126
C:\Users\designIT_RA\Desktop\test\AA (55).jpg,0.10509711503982544,0.8558979630470276,0.1466568112373352,0.19080911576747894,0.3246152512729168,0.30822995484057847
C:\Users\designIT_RA\Desktop\test\AA (56).jpg,0.47656679153442383,0.09867483377456665,0.761128842830658,0.5028905868530273,0.45981526374816895,0.23629874113332647
C:\Users\designIT_RA\Desktop\test\AA (57).jpg,0.44713398814201355,0.011493966914713383,0.7696903944015503,0.12135285139083862,0.33741780021227896,0.2965668747523677
C:\Users\designIT_RA\Desktop\test\AA (58).jpg,0.29537996649742126,0.3901163637638092,0.020087918266654015,0.4429541230201721,0.28713459288701415,0.16299300883443324
C:\Users\designIT_RA\Desktop\test\AA (59).jpg,0.32513999938964844,0.1536644846200943,0.6772406101226807,0.5151840448379517,0.41780728474259377,0.19694322046955426
C:\Users\designIT_RA\Desktop\test\AA (6).jpg,0.12531019747257233,0.013755873776972294,0.04280363395810127,0.07529238611459732,0.0642905228305608,0.041412192762290294
C:\Users\designIT_RA\Desktop\test\AA (60).jpg,0.2224295288324356,0.11976197361946106,0.12497233599424362,0.6773427128791809,0.2861266378313303,0.22954043737955487
C:\Users\designIT_RA\Desktop\test\AA (61).jpg,0.3538571894168854,0.018304403871297836,0.09389311820268631,0.78764808177948,0.3134256983175874,0.30075434602693185
C:\Users\designIT_RA\Desktop\test\AA (62).jpg,0.22355248034000397,0.170872762799263,0.26889267563819885,0.18450306355953217,0.2119552455842495,0.03813711933544988
C:\Users\designIT_RA\Desktop\test\AA (63).jpg,0.05381041765213013,0.9961440563201904,0.024245845153927803,0.3150675594806671,0.34731696965172887,0.3913239260516892
C:\Users\designIT_RA\Desktop\test\AA (64).jpg,0.09195750206708908,0.3235090672969818,0.2030632197856903,0.2204001247882843,0.20973247848451138,0.08211932616805338
C:\Users\designIT_RA\Desktop\test\AA (65).jpg,0.18527628481388092,0.13484220206737518,0.5349090695381165,0.13241153955459595,0.24685977399349213,0.1676389405759391
C:\Users\designIT_RA\Desktop\test\AA (66).jpg,0.02691170573234558,0.01579449139535427,0.24105225503444672,0.4136427342891693,0.17435029661282897,0.1647635452970019
C:\Users\designIT_RA\Desktop\test\AA (67).jpg,0.16247449815273285,0.9107228517532349,0.024196529760956764,0.2896585166454315,0.346763099078089,0.3388668676797236
C:\Users\designIT_RA\Desktop\test\AA (68).jpg,0.40317484736442566,0.21954627335071564,0.02256234921514988,0.5423799753189087,0.29691586131229997,0.19544788699501311
C:\Users\designIT_RA\Desktop\test\AA (69).jpg,0.6667816638946533,0.03421778976917267,0.16704398393630981,0.36020857095718384,0.3070630021393299,0.2378401787292613
C:\Users\designIT_RA\Desktop\test\AA (7).jpg,0.2735467255115509,0.3468536138534546,0.0022556730546057224,0.36889755725860596,0.2478883924195543,0.146143008649221
C:\Users\designIT_RA\Desktop\test\AA (70).jpg,0.05226003751158714,0.02096658945083618,0.2890596091747284,0.32720959186553955,0.17237395700067282,0.13687691537535912
C:\Users\designIT_RA\Desktop\test\AA (71).jpg,0.34401246905326843,0.07022746652364731,0.008925199508666992,0.7286702394485474,0.2879588436335325,0.2840049605445668
C:\Users\designIT_RA\Desktop\test\AA (72).jpg,0.2911438047885895,0.018478015437722206,0.31158843636512756,0.20316292345523834,0.2060932950116694,0.1157269353581624
C:\Users\designIT_RA\Desktop\test\AA (73).jpg,0.39140045642852783,0.4686149060726166,0.9438820481300354,0.33380553126335144,0.5344257354736328,0.24118988060443816
C:\Users\designIT_RA\Desktop\test\AA (74).jpg,0.14147289097309113,0.8762402534484863,0.039842426776885986,0.37607383728027344,0.3584073521196842,0.32288046955807015
C:\Users\designIT_RA\Desktop\test\AA (75).jpg,0.05888734757900238,2.300558662682306e-05,0.24500666558742523,0.13648538291454315,0.1101006004168994,0.09170015991956905
C:\Users\designIT_RA\Desktop\test\AA (76).jpg,0.16376803815364838,0.019472846761345863,0.30451446771621704,0.13278250396251678,0.15513446414843202,0.10160291410959618
C:\Users\designIT_RA\Desktop\test\AA (77).jpg,0.1297624409198761,0.9510695934295654,0.03407040983438492,0.41872525215148926,0.3834069240838289,0.3570223433112004
C:\Users\designIT_RA\Desktop\test\AA (78).jpg,0.5119291543960571,0.8048095703125,0.6241132616996765,0.21769072115421295,0.5396356768906116,0.21323101439550762
C:\Users\designIT_RA\Desktop\test\AA (79).jpg,0.20928308367729187,0.9909391403198242,0.09848687052726746,0.12288416922092438,0.355398315936327,0.3692316751584061
C:\Users\designIT_RA\Desktop\test\AA (8).jpg,0.5675298571586609,0.841124415397644,0.14016836881637573,0.20952337980270386,0.43958650529384613,0.2829233362146554
C:\Users\designIT_RA\Desktop\test\AA (80).jpg,0.18446201086044312,0.47372812032699585,0.16849376261234283,0.6924336552619934,0.3797793872654438,0.21758305796356986
C:\Users\designIT_RA\Desktop\test\AA (81).jpg,0.02998761646449566,0.9890212416648865,0.03088771365582943,0.3691818118095398,0.35476959589868784,0.39142868760955724
C:\Users\designIT_RA\Desktop\test\AA (82).jpg,0.18349987268447876,0.577913224697113,0.05639234557747841,0.6419363617897034,0.3649354511871934,0.2501033554601801
C:\Users\designIT_RA\Desktop\test\AA (83).jpg,0.07078181952238083,0.9056522250175476,0.4586678743362427,0.5274320840835571,0.49063350073993206,0.2961806512627478
C:\Users\designIT_RA\Desktop\test\AA (84).jpg,0.07654590159654617,0.3172370195388794,0.001723690191283822,0.17184340953826904,0.1418375052162446,0.11785607598134196
C:\Users\designIT_RA\Desktop\test\AA (85).jpg,0.3188450038433075,0.9303162693977356,0.6975783109664917,0.13726255297660828,0.5210005342960358,0.3109826277364459
C:\Users\designIT_RA\Desktop\test\AA (86).jpg,0.41038239002227783,0.4971799850463867,0.004241596907377243,0.297479510307312,0.30232087057083845,0.18609275821299875
C:\Users\designIT_RA\Desktop\test\AA (87).jpg,0.0639534518122673,0.18215684592723846,0.280185341835022,0.3013741075992584,0.20691743679344654,0.09399738883426685
C:\Users\designIT_RA\Desktop\test\AA (88).jpg,0.23236288130283356,0.16600175201892853,0.020091034471988678,0.6033139228820801,0.2554423976689577,0.21502160088161137
C:\Users\designIT_RA\Desktop\test\AA (89).jpg,0.37752899527549744,0.23738044500350952,0.20793786644935608,0.12967243790626526,0.23812993615865707,0.08959247934418221
C:\Users\designIT_RA\Desktop\test\AA (9).jpg,0.17962919175624847,0.18274633586406708,0.2558041512966156,0.3744787871837616,0.2481646165251732,0.07904158414025377
C:\Users\designIT_RA\Desktop\test\AA (90).jpg,0.3201388418674469,1.572364089952316e-05,0.2712539732456207,0.03929682448506355,0.15767634080975768,0.13978959450812986
C:\Users\designIT_RA\Desktop\test\AA (91).jpg,0.08666165173053741,1.0920746717602015e-05,0.6100769639015198,0.2606624960899353,0.23935300811717752,0.2337143720292426
C:\Users\designIT_RA\Desktop\test\AA (92).jpg,0.17154477536678314,5.126298128743656e-05,0.3313288688659668,0.21472035348415375,0.17941131517454778,0.11890919022225596
C:\Users\designIT_RA\Desktop\test\AA (93).jpg,0.13183589279651642,0.2977634072303772,0.19337932765483856,0.3424568474292755,0.24135886877775192,0.08321597184379514
C:\Users\designIT_RA\Desktop\test\AA (94).jpg,0.25165775418281555,0.6387463808059692,0.05979679152369499,0.7806513905525208,0.43271307926625013,0.28955067700182247
C:\Users\designIT_RA\Desktop\test\AA (95).jpg,0.12170594185590744,0.09078113734722137,0.10592444241046906,0.06729412823915482,0.09642641246318817,0.020061320335670946
C:\Users\designIT_RA\Desktop\test\AA (96).jpg,0.028428761288523674,0.8127283453941345,0.720116913318634,0.3214920163154602,0.4706915090791881,0.3150631112970269
C:\Users\designIT_RA\Desktop\test\AA (97).jpg,0.34540972113609314,0.723162829875946,0.32359758019447327,0.5516218543052673,0.48594799637794495,0.16331916397765717
C:\Users\designIT_RA\Desktop\test\AA (98).jpg,0.14174090325832367,0.9035986661911011,0.0872572585940361,0.14866749942302704,0.32031608186662197,0.3375971410391855
C:\Users\designIT_RA\Desktop\test\AA (99).jpg,0.14243702590465546,0.18007652461528778,0.7464690804481506,0.5588123202323914,0.4069487378001213,0.25484017422016325
C:\Users\designIT_RA\Desktop\test\AG (1).jpg,0.9722188711166382,0.42913711071014404,0.05222151055932045,0.7949038147926331,0.5621203267946839,0.3535711763202318
C:\Users\designIT_RA\Desktop\test\AG (10).jpg,0.21869055926799774,0.9178300499916077,0.5288988947868347,0.5204325318336487,0.5464630089700222,0.24816040265712283
C:\Users\designIT_RA\Desktop\test\AG (100).jpg,0.2763597071170807,0.057869087904691696,0.02409226819872856,0.30115368962287903,0.164868688210845,0.12477055322043448
C:\Users\designIT_RA\Desktop\test\AG (11).jpg,0.2785886228084564,0.7542279958724976,0.8452511429786682,0.8588506579399109,0.6842296048998833,0.2376261922541989
C:\Users\designIT_RA\Desktop\test\AG (12).jpg,0.4088948369026184,0.896213710308075,0.10996798425912857,0.2097271978855133,0.4062009323388338,0.3026861689741368
C:\Users\designIT_RA\Desktop\test\AG (13).jpg,0.48143336176872253,0.801119863986969,0.11883313208818436,0.2755749821662903,0.41924033500254154,0.2552372271065192
C:\Users\designIT_RA\Desktop\test\AG (14).jpg,0.8302449584007263,0.979522705078125,0.5686179399490356,0.5392723083496094,0.7294144779443741,0.1835282555620097
C:\Users\designIT_RA\Desktop\test\AG (15).jpg,0.4223385155200958,0.7243694067001343,0.03364049643278122,0.855515718460083,0.5089660342782736,0.31620167235149454
C:\Users\designIT_RA\Desktop\test\AG (16).jpg,0.9311781525611877,0.9950941801071167,0.04934275895357132,0.3118073642253876,0.5718556139618158,0.40276803077518264
C:\Users\designIT_RA\Desktop\test\AG (17).jpg,0.5464593172073364,0.7530086040496826,0.04060830548405647,0.13248057663440704,0.36813920084387064,0.29271743883964985
C:\Users\designIT_RA\Desktop\test\AG (18).jpg,0.7499849200248718,0.9984493255615234,0.14842697978019714,0.49991273880004883,0.5991934910416603,0.314320851954433
C:\Users\designIT_RA\Desktop\test\AG (19).jpg,0.5794431567192078,0.9778711199760437,0.005392011255025864,0.5848154425621033,0.5368804326280951,0.3467931945124799
C:\Users\designIT_RA\Desktop\test\AG (2).jpg,0.7126096487045288,0.9908785223960876,0.6725136041641235,0.46294721961021423,0.7097372487187386,0.1879757860921953
C:\Users\designIT_RA\Desktop\test\AG (20).jpg,0.17054902017116547,0.9939072728157043,0.7565581798553467,0.47951796650886536,0.6001331098377705,0.3076594695657498
C:\Users\designIT_RA\Desktop\test\AG (21).jpg,0.7731223702430725,0.034790974110364914,0.5224096775054932,0.2298916131258011,0.3900536587461829,0.2811241760244288
C:\Users\designIT_RA\Desktop\test\AG (22).jpg,0.3819896876811981,0.4988546371459961,0.9331886172294617,0.8324176669120789,0.6616126522421837,0.22781957311822407
C:\Users\designIT_RA\Desktop\test\AG (23).jpg,0.20633594691753387,0.031178956851363182,0.8423975110054016,0.5758824348449707,0.41394871240481734,0.3159931366522608
C:\Users\designIT_RA\Desktop\test\AG (24).jpg,0.1903892308473587,0.8715712428092957,0.05667464807629585,0.2507486343383789,0.3423459390178323,0.31351571572407566
C:\Users\designIT_RA\Desktop\test\AG (25).jpg,0.7908731698989868,0.9549510478973389,0.2911028563976288,0.358206182718277,0.5987833142280579,0.2812021459266479
C:\Users\designIT_RA\Desktop\test\AG (26).jpg,0.6692857146263123,0.6430973410606384,0.04101267829537392,0.33903902769088745,0.423108690418303,0.2559605459493187
C:\Users\designIT_RA\Desktop\test\AG (27).jpg,0.5209309458732605,0.28877586126327515,0.09497141093015671,0.24925553798675537,0.28848343901336193,0.1524939852813737
C:\Users\designIT_RA\Desktop\test\AG (28).jpg,0.991400420665741,0.9851528406143188,0.15807431936264038,0.09185148030519485,0.5566197652369738,0.43229701772422396
C:\Users\designIT_RA\Desktop\test\AG (29).jpg,0.4088948369026184,0.896213710308075,0.10996798425912857,0.2097271978855133,0.4062009323388338,0.3026861689741368
C:\Users\designIT_RA\Desktop\test\AG (3).jpg,0.4579959809780121,0.9969793558120728,0.06952064484357834,0.8058528304100037,0.5825872030109167,0.3536695712096306
C:\Users\designIT_RA\Desktop\test\AG (30).jpg,0.6187930107116699,0.3885704576969147,0.17589111626148224,0.32547950744628906,0.377183523029089,0.15944963551937852
C:\Users\designIT_RA\Desktop\test\AG (31).jpg,0.6243700385093689,0.32575592398643494,0.9483039975166321,0.9160137176513672,0.7036109194159508,0.2520134748116218
C:\Users\designIT_RA\Desktop\test\AG (32).jpg,0.9461723566055298,0.8664726614952087,0.05469677969813347,0.6506966352462769,0.6295096082612872,0.34902917599396605
C:\Users\designIT_RA\Desktop\test\AG (33).jpg,0.7100623846054077,0.6577922105789185,0.018340392038226128,0.48959407210350037,0.46894726483151317,0.27261316869191776
C:\Users\designIT_RA\Desktop\test\AG (34).jpg,0.28269293904304504,0.9863300919532776,0.4605262875556946,0.6004510521888733,0.5825000926852226,0.2589222102141584
C:\Users\designIT_RA\Desktop\test\AG (35).jpg,0.12353114783763885,0.9994176626205444,0.3366797864437103,0.7581876516342163,0.5544540621340275,0.3437368813739264
C:\Users\designIT_RA\Desktop\test\AG (36).jpg,0.33320650458335876,0.1574501097202301,0.0021962423343211412,0.12247113138437271,0.15383099700557068,0.11849600277184474
C:\Users\designIT_RA\Desktop\test\AG (37).jpg,0.7165611386299133,0.7382296323776245,0.05511454865336418,0.5174612998962402,0.5068416548892856,0.2746328518927281
C:\Users\designIT_RA\Desktop\test\AG (38).jpg,0.20476801693439484,0.6630010604858398,0.10797768831253052,0.27245384454727173,0.31205015257000923,0.21088470467926046
C:\Users\designIT_RA\Desktop\test\AG (39).jpg,0.37331920862197876,0.17711901664733887,0.031718961894512177,0.15755464136600494,0.1849279571324587,0.12224415919294347
C:\Users\designIT_RA\Desktop\test\AG (4).jpg,0.7075917720794678,0.8306187987327576,0.3719627857208252,0.632149338722229,0.6355806738138199,0.16787765889811052
C:\Users\designIT_RA\Desktop\test\AG (40).jpg,0.28801417350769043,0.02405279129743576,0.13826031982898712,0.20899757742881775,0.16483121551573277,0.0970171194780446
C:\Users\designIT_RA\Desktop\test\AG (41).jpg,0.12001213431358337,0.8345538973808289,0.1746930629014969,0.2803453803062439,0.35240111872553825,0.2842745699956944
C:\Users\designIT_RA\Desktop\test\AG (42).jpg,0.06950892508029938,0.9841909408569336,0.6821876168251038,0.7248124480247498,0.6151749826967716,0.33557238069749085
C:\Users\designIT_RA\Desktop\test\AG (43).jpg,0.08166268467903137,0.2728438079357147,0.18843071162700653,0.07273531705141068,0.15391813032329082,0.08238011540992046
C:\Users\designIT_RA\Desktop\test\AG (44).jpg,0.6398327350616455,0.2660648226737976,0.49788764119148254,0.7925166487693787,0.5490754619240761,0.19378835684853482
